    0.100000    0.010000
    0.200000    0.040000
    0.300000    0.090000
    0.400000    0.160000
    0.500000    0.250000
    0.600000    0.360000
    0.700000    0.490000
    0.800000    0.640000
    0.900000    0.810000
    1.000000    1.000000
    1.100000    1.210000
    1.200000    1.440000
    1.300000    1.690000
    1.400000    1.960000
    1.500000    2.250000
    1.600000    2.560000
    1.700000    2.890000
    1.800000    3.240000
    1.900000    3.610000
    2.000000    4.000000
    2.100000    4.409999
    2.200000    4.840000
    2.300000    5.290000
    2.400000    5.760000
    2.500000    6.250000
    2.600000    6.759999
    2.700000    7.290000
    2.800000    7.840000
    2.900000    8.410001
    3.000000    9.000000
    3.100000    9.610000
    3.200000   10.240001
    3.300000   10.889999
    3.400000   11.560000
    3.500000   12.250000
    3.600000   12.959999
    3.700000   13.690001
    3.800000   14.440000
    3.900000   15.210001
    4.000000   16.000000
    4.100000   16.809999
    4.200000   17.639997
    4.300000   18.490002
    4.400000   19.360001
    4.500000   20.250000
    4.600000   21.160000
    4.700000   22.089998
    4.800000   23.040001
    4.900000   24.010000
    5.000000   25.000000
    5.100000   26.009998
    5.200000   27.039997
    5.300000   28.090002
    5.400000   29.160002
    5.500000   30.250000
    5.600000   31.359999
    5.700000   32.489998
    5.800000   33.640003
    5.900000   34.810001
    6.000000   36.000000
    6.100000   37.209999
    6.200000   38.439999
    6.300000   39.690002
    6.400000   40.960003
    6.500000   42.250000
    6.600000   43.559998
    6.700000   44.889996
    6.800000   46.240002
    6.900000   47.610001
    7.000000   49.000000
    7.100000   50.410000
    7.200000   51.839996
    7.300000   53.290001
    7.400000   54.760002
    7.500000   56.250000
    7.600000   57.759998
    7.700000   59.289997
    7.800000   60.840004
    7.900000   62.410000
    8.000000   64.000000
    8.100000   65.610008
    8.200000   67.239998
    8.300000   68.889999
    8.400000   70.559990
    8.500000   72.250000
    8.600000   73.960007
    8.700000   75.689995
    8.800000   77.440002
    8.900000   79.209991
    9.000000   81.000000
    9.100000   82.810005
    9.200000   84.639999
    9.300000   86.490005
    9.400000   88.359993
    9.500000   90.250000
    9.600000   92.160004
    9.700000   94.089996
    9.800000   96.040001
    9.900000   98.009995
   10.000000  100.000000
